iter	Precision	Logloss
883	0.9962871287	0.3067406498
884	0.9962871287	0.3065919919
885	0.9962871287	0.3063631103
886	0.9962871287	0.3060611156
887	0.9962871287	0.3057813936
888	0.9962871287	0.3055921947
889	0.9962871287	0.3051175994
890	0.9962871287	0.3047409215
891	0.9962871287	0.3043376858
892	0.9962871287	0.3041644022
893	0.9962871287	0.303779569
894	0.9962871287	0.3036361538
895	0.9962917182	0.3034888552
896	0.9962871287	0.3032065654
897	0.9962871287	0.3030188433
898	0.9962917182	0.3029222319
899	0.9962871287	0.3028340879
900	0.9962871287	0.3026355387
901	0.9962871287	0.3022852914
902	0.9962871287	0.302167704
903	0.9962871287	0.301963429
904	0.9962917182	0.3015980622
905	0.9962917182	0.3014070389
906	0.9962917182	0.301110841
907	0.9962917182	0.3008090203
908	0.9962917182	0.3005898322
909	0.9962917182	0.3003855778
910	0.9962917182	0.3001488188
911	0.9962917182	0.3000472244
912	0.9962917182	0.2997127266
913	0.9962917182	0.2994794428
914	0.9962917182	0.2991459093
915	0.9962917182	0.2988760915
916	0.9962917182	0.2985163871
917	0.9962917182	0.2983353596
918	0.9962917182	0.2981081307
919	0.9962917182	0.2978780252
920	0.9962917182	0.2977025152
921	0.9962917182	0.2973675513
922	0.9962917182	0.297174698
923	0.9962917182	0.296916005
924	0.9962917182	0.296781647
925	0.9962917182	0.2966808438
926	0.9962917182	0.2963975311
927	0.9962917182	0.2960896831
928	0.9962917182	0.2959253879
929	0.9962917182	0.2957197015
930	0.9962917182	0.2955417493
931	0.9962917182	0.2952513576
932	0.9962917182	0.2950964571
933	0.9962917182	0.2949238749
934	0.9962917182	0.2947255717
935	0.9962917182	0.2946199922
936	0.9962917182	0.2944541165
937	0.9962917182	0.2943330934
938	0.9962917182	0.2939465678
939	0.9962917182	0.2936540825
940	0.9962917182	0.2934807071
941	0.9962917182	0.2933662839
942	0.9962917182	0.2931319842
943	0.9962917182	0.2929359892
944	0.9962917182	0.2927865581
945	0.9962917182	0.2926409991
946	0.9962917182	0.2923978923
947	0.9962917182	0.2921099573
948	0.9962917182	0.2918705232
949	0.9962917182	0.2917126234
950	0.9962917182	0.2914849572
951	0.9962917182	0.2912221077
952	0.9962917182	0.2910269278
953	0.9962917182	0.290812782
954	0.9962962963	0.2905377689
955	0.9962962963	0.2903420675
956	0.9962962963	0.289952046
957	0.9962962963	0.289721501
958	0.9962962963	0.2895253219
959	0.9962962963	0.289363979
960	0.9962962963	0.2890218791
961	0.9962962963	0.2888594514
962	0.9962962963	0.2884610786
963	0.9962962963	0.2882401218
964	0.9962962963	0.2878501303
965	0.9963008631	0.2876106954
966	0.9963008631	0.2874791163
967	0.9963008631	0.2872072318
968	0.9963008631	0.2869215901
969	0.9963008631	0.2866819818
970	0.9963008631	0.2865803877
971	0.9963008631	0.2863179429
972	0.9963008631	0.2860875281
973	0.9963008631	0.2857121648
974	0.9963008631	0.2854694313
975	0.9963008631	0.2852058235
976	0.9963008631	0.2849698612
977	0.9963008631	0.2846887263
978	0.9963008631	0.2843694141
979	0.9963008631	0.2842464544
980	0.9963008631	0.2838358607
981	0.9963008631	0.2836459411
982	0.9963008631	0.2835097411
983	0.9963008631	0.2832223426
984	0.9963008631	0.2829332934
985	0.9963008631	0.2827740375
986	0.9963008631	0.2825728318
987	0.9963008631	0.2824023668
988	0.9963008631	0.2821736104
989	0.9963008631	0.2818912334
990	0.9963008631	0.2817609171
991	0.9963008631	0.2815094245
992	0.9963008631	0.2812501163
993	0.9963008631	0.2810303702
994	0.9963008631	0.280737558
995	0.9963008631	0.2806060996
996	0.9963008631	0.2804514866
997	0.9963008631	0.2802780477
998	0.9963008631	0.2801472698
999	0.9963008631	0.2798927381
