iter	Precision	Logloss
128	0.8654761905	0.5837998148
129	0.8665077473	0.5833732583
130	0.8665077473	0.5828231887
131	0.8687350835	0.5820723852
132	0.8705035971	0.5813605202
133	0.8684210526	0.5806530679
134	0.8694610778	0.58032305
135	0.8708133971	0.5796985355
136	0.8709677419	0.578946444
137	0.8706586826	0.5785356986
138	0.869928401	0.5775870939
139	0.8706586826	0.5771395683
140	0.8705035971	0.576433482
141	0.8661887694	0.5760202487
142	0.8673835125	0.5755550176
143	0.8705035971	0.5751963607
144	0.8706586826	0.5745013248
145	0.8706586826	0.5740076791
146	0.8748495788	0.5734416971
147	0.8741007194	0.5728809311
148	0.874251497	0.5720916769
149	0.874251497	0.571832886
150	0.8720095694	0.5713939071
151	0.8732057416	0.5709456898
152	0.8721624851	0.5702790336
153	0.8735083532	0.5698478376
154	0.8735083532	0.5694796382
155	0.8748510131	0.5689288081
156	0.8748510131	0.568447318
157	0.875	0.567962689
158	0.8730723606	0.5673475302
159	0.8760429082	0.5668166672
160	0.8751486326	0.5664433706
161	0.8761904762	0.5658319221
162	0.8760429082	0.5653853338
163	0.8781362007	0.5646405294
164	0.8779904306	0.5642304722
165	0.8814371257	0.5631435046
166	0.880525687	0.5626595895
167	0.8815789474	0.5621451768
168	0.880525687	0.5618383235
169	0.8826347305	0.5610149378
170	0.8817204301	0.5605212785
171	0.8839712919	0.5600325922
172	0.8830548926	0.5593624012
173	0.884386174	0.5588308492
174	0.8853046595	0.5582185429
175	0.8854415274	0.5573402475
176	0.8875598086	0.5565826154
177	0.8869047619	0.556073124
178	0.8852071006	0.5557715891
179	0.8865248227	0.5550688803
180	0.8865248227	0.5544817314
181	0.8863905325	0.5536632365
182	0.8861209964	0.5529275324
183	0.8854781582	0.5518779715
184	0.8874407583	0.5509909046
185	0.8854781582	0.550351779
186	0.8877068558	0.549579426
187	0.8886255924	0.5491499666
188	0.8906064209	0.5486393707
189	0.8896797153	0.5482509277
190	0.8896797153	0.5479485143
191	0.8890200708	0.5471742535
192	0.8899408284	0.5465434387
193	0.8899408284	0.5456393325
194	0.8887573964	0.5451003843
195	0.8887573964	0.5447051923
196	0.8899408284	0.5442352061
197	0.8899408284	0.5435425642
198	0.8909952607	0.5431332193
199	0.8923076923	0.5424223992
200	0.893111639	0.5417095169
201	0.8929845422	0.5412375598
202	0.894047619	0.5406462318
203	0.8952380952	0.54030563
204	0.8952380952	0.5397243837
205	0.8949880668	0.5395373515
206	0.8932384342	0.5390747107
207	0.8929845422	0.5386144143
208	0.8929845422	0.538211823
209	0.8929845422	0.5376418787
210	0.8949880668	0.5374291111
211	0.8929845422	0.5368605703
212	0.893111639	0.5363792089
213	0.8932384342	0.5358547843
214	0.8934911243	0.5349998522
215	0.8988095238	0.5344003165
216	0.8979833926	0.5338574722
217	0.8956109134	0.5331194066
218	0.8966745843	0.5326518185
219	0.8958579882	0.5323122709
220	0.8979833926	0.5319072021
221	0.8979833926	0.5313619195
222	0.9001189061	0.5309937103
223	0.9003558719	0.5306450809
224	0.8992890995	0.5299404391
225	0.9017751479	0.5292551676
226	0.9028436019	0.5285490643
227	0.9039145907	0.5278822546
228	0.9028436019	0.5273207504
229	0.9028436019	0.5268641755
230	0.9049881235	0.5264290324
231	0.9058402861	0.5256234103
232	0.9058402861	0.5252071831
233	0.9071428571	0.5244749501
234	0.9058402861	0.5241392347
235	0.905952381	0.5235823088
236	0.906175772	0.522944148
237	0.906175772	0.5229325576
238	0.9071428571	0.5220670548
239	0.9083333333	0.5215080623
240	0.9094159714	0.5215048058
241	0.9084423306	0.5209773438
242	0.9085510689	0.5206522195
243	0.9084423306	0.5206147981
244	0.9072532699	0.5200886712
245	0.9074733096	0.5197635972
246	0.9074733096	0.519226437
247	0.9106078665	0.518765561
248	0.9106078665	0.5186884364
249	0.9107142857	0.5179558752
250	0.9096313912	0.5173472523
251	0.9116945107	0.5169604429
252	0.9107142857	0.5166348176
253	0.9107142857	0.5161129948
254	0.9107142857	0.5157875467
255	0.9117997616	0.5153830932
256	0.9120095125	0.5147256701
257	0.9119047619	0.5143974069
258	0.9119047619	0.5137679134
259	0.9119047619	0.5131788842
260	0.9120095125	0.5129720776
261	0.9130952381	0.5125266712
262	0.9141835518	0.5118791699
263	0.9141835518	0.5117718406
264	0.9141835518	0.511322603
265	0.9151732378	0.5109658254
266	0.9151732378	0.5104710458
267	0.9139784946	0.5100987627
268	0.9139784946	0.5095853553
269	0.9173652695	0.5088744185
270	0.9164677804	0.5082184559
271	0.915375447	0.5076949535
272	0.9164677804	0.5072665504
273	0.915375447	0.5065385638
274	0.9154761905	0.506007454
275	0.9155766944	0.5054892099
276	0.9155766944	0.5051513037
277	0.9166666667	0.5047852485
278	0.9166666667	0.5041372579
279	0.9166666667	0.5037070934
280	0.9166666667	0.5032973193
281	0.9166666667	0.5029756237
282	0.9177592372	0.5025863862
283	0.9177592372	0.5023385543
284	0.9177592372	0.5020118474
285	0.9188544153	0.5017734356
286	0.9188544153	0.5014672348
287	0.9188544153	0.5008286663
288	0.9189511323	0.500434402
289	0.9189511323	0.4998013688
290	0.9189511323	0.4993186442
291	0.9189511323	0.4990383428
292	0.9189511323	0.4984963334
293	0.9189511323	0.498105802
294	0.9200477327	0.4974121156
295	0.9189511323	0.496800138
296	0.9199522103	0.496357221
297	0.9199522103	0.4959481204
298	0.9199522103	0.4956793037
299	0.9199522103	0.4952738467
300	0.9210526316	0.494993852
301	0.9210526316	0.4944912363
302	0.9221556886	0.4940659748
303	0.9210526316	0.4936213165
304	0.9199522103	0.4932844861
305	0.9210526316	0.4930864478
306	0.9233532934	0.4924411302
307	0.9222488038	0.4921040762
308	0.9223416965	0.4920219879
309	0.9233532934	0.4917217654
310	0.9234449761	0.4913095964
311	0.9234449761	0.4907354628
312	0.9234449761	0.4903919349
313	0.9237187128	0.4899656112
314	0.9227110583	0.4896246993
315	0.9216152019	0.4892624632
316	0.9238095238	0.4889668889
317	0.9239001189	0.4884121674
318	0.925	0.4880787285
319	0.925	0.4876312508
320	0.925	0.4874042007
321	0.926102503	0.4870355067
322	0.926102503	0.4867801317
323	0.9249106079	0.4862564282
324	0.9260143198	0.486056753
325	0.9271206691	0.4855653319
326	0.9271206691	0.4851435787
327	0.9272076372	0.484749036
328	0.9283154122	0.4846135169
329	0.9282296651	0.4841226784
330	0.9283154122	0.483391409
331	0.9305389222	0.4829139906
332	0.9294258373	0.4822359151
333	0.9295101553	0.4819064873
334	0.9295101553	0.4816380077
335	0.9284009547	0.4811900281
336	0.9306220096	0.4808010069
337	0.9306220096	0.4801009208
338	0.9317365269	0.4795904399
339	0.9339735894	0.4794061597
340	0.9339735894	0.4791970492
341	0.9362980769	0.4784278042
342	0.9351740696	0.4779145126
343	0.9362980769	0.4775381513
344	0.9340527578	0.4772785474
345	0.9362980769	0.4769173278
346	0.9363745498	0.4764315588
347	0.9386281588	0.4760356079
348	0.9386281588	0.475782265
349	0.9386281588	0.4752519136
350	0.9385542169	0.4749223719
351	0.9385542169	0.4745703471
352	0.9385542169	0.4741500678
353	0.9396863691	0.4738328337
354	0.9397590361	0.4734398676
355	0.9397590361	0.4729570499
356	0.9408926417	0.4726100586
357	0.9396863691	0.4721626614
358	0.9385542169	0.4716451283
359	0.9385542169	0.4711584197
360	0.9385542169	0.4708918544
361	0.9396863691	0.4705727799
362	0.9396863691	0.4699386709
363	0.940821256	0.4696439472
364	0.9396863691	0.4693300509
365	0.9385542169	0.4691654519
366	0.9386281588	0.4688500732
367	0.9385542169	0.4682741814
368	0.9396135266	0.4679509044
369	0.9384800965	0.4674241551
370	0.9396135266	0.4670694232
371	0.9396135266	0.4666051067
372	0.9396135266	0.4660179198
373	0.9396135266	0.465592753
374	0.9396135266	0.465006691
375	0.9396863691	0.4645761729
376	0.9396863691	0.4642309029
377	0.9396863691	0.4642235151
378	0.9408926417	0.4637050965
379	0.9409638554	0.4634787466
380	0.9398315283	0.4628731465
381	0.9398315283	0.4625988117
382	0.943236715	0.4619774638
383	0.943236715	0.4616423607
384	0.9443772672	0.4612975884
385	0.943236715	0.4609512987
386	0.943236715	0.4606286226
387	0.943236715	0.4603471719
388	0.9444444444	0.4598835808
389	0.9444444444	0.4595852937
390	0.9444444444	0.4593012219
391	0.943305187	0.458880062
392	0.943305187	0.4584955366
393	0.9444444444	0.4581999785
394	0.9444444444	0.4579501781
395	0.9444444444	0.4577595295
396	0.9444444444	0.4575738096
397	0.9455864571	0.4570856502
398	0.9444444444	0.4566275998
399	0.9478787879	0.456300312
400	0.9478787879	0.455697632
401	0.9478787879	0.4552349401
402	0.9478787879	0.4548768048
403	0.9479418886	0.4540897203
404	0.9479418886	0.4536368155
405	0.9479418886	0.4533098058
406	0.9490291262	0.4528012599
407	0.9489671932	0.4526472703
408	0.9489671932	0.4523476134
409	0.9489671932	0.4519664965
410	0.9490291262	0.4515711016
411	0.9490909091	0.4511884543
412	0.9490291262	0.4509547867
413	0.9490291262	0.45048442
414	0.9490291262	0.449740273
415	0.9490291262	0.4495389547
416	0.9490291262	0.448995192
417	0.9490909091	0.4486700854
418	0.9491525424	0.4481975539
419	0.9491525424	0.4477746597
420	0.9491525424	0.44736282
421	0.9503030303	0.4466568831
422	0.9503030303	0.4463397308
423	0.9503030303	0.4460962852
424	0.9502427184	0.4456413872
425	0.9502427184	0.4451704326
426	0.9502427184	0.4447215674
427	0.9502427184	0.444537406
428	0.9503631961	0.4441450619
429	0.95018226	0.4438202846
430	0.9492140266	0.4434932652
431	0.9491525424	0.4430460557
432	0.9491525424	0.4425000858
433	0.9491525424	0.442330431
434	0.9503030303	0.441885457
435	0.9503030303	0.4415693044
436	0.9491525424	0.4413230812
437	0.9503030303	0.4410603684
438	0.9491525424	0.4404273678
439	0.9492140266	0.4399584554
440	0.9504232164	0.4394203433
441	0.9504232164	0.4391403667
442	0.9493365501	0.4389310399
443	0.9493365501	0.4385460075
444	0.9504830918	0.4382487312
445	0.9504830918	0.4379794088
446	0.9493365501	0.4377370621
447	0.9493365501	0.4373963887
448	0.9492753623	0.4369770194
449	0.9492753623	0.436720884
450	0.9492753623	0.4362223683
451	0.9492753623	0.4356426122
452	0.9492753623	0.4353866014
453	0.9492753623	0.4349030902
454	0.9492753623	0.4343982247
455	0.9492753623	0.4340915807
456	0.9492753623	0.4335269379
457	0.9504232164	0.4331861735
458	0.9504232164	0.4327761272
459	0.9515738499	0.4323789021
460	0.9515738499	0.4321119597
461	0.9516324063	0.4319216437
462	0.9515738499	0.4315454437
463	0.9515738499	0.4311051772
464	0.9515151515	0.4307061016
465	0.9526699029	0.4305809793
466	0.9515151515	0.430342138
467	0.9527272727	0.4299076503
468	0.9527272727	0.4295897829
469	0.9527272727	0.4290385326
470	0.9527845036	0.4287936664
471	0.9538834951	0.4285890855
472	0.9538834951	0.4282933411
473	0.9538834951	0.4278266679
474	0.9538834951	0.4275667495
475	0.9538834951	0.4273434744
476	0.9538834951	0.4271299084
477	0.9539393939	0.4267311591
478	0.9539951574	0.4264700094
479	0.9539393939	0.4259655243
480	0.9539393939	0.4256365366
481	0.9539393939	0.4253694554
482	0.9539393939	0.4248215694
483	0.9539951574	0.4244192751
484	0.9539951574	0.4238775947
485	0.9539951574	0.4234420698
486	0.9539951574	0.4231964612
487	0.9539951574	0.4228571896
488	0.9539951574	0.4225579887
489	0.9539951574	0.4222826557
490	0.954050786	0.4221046756
491	0.9551515152	0.4215598637
492	0.9551515152	0.4212819971
493	0.9551515152	0.4208698389
494	0.9551515152	0.4207343911
495	0.9551515152	0.420427601
496	0.9563636364	0.4201008498
497	0.9563106796	0.419546848
498	0.9563106796	0.4193475764
499	0.9563106796	0.4189634009
500	0.9563106796	0.4186670036
501	0.9563106796	0.4182969714
502	0.9563106796	0.4180838956
503	0.9563106796	0.4178833007
504	0.9563106796	0.4173419477
505	0.9563106796	0.4169898102
506	0.9563106796	0.4167179619
507	0.9562575942	0.4164919286
508	0.9562575942	0.4162797353
509	0.9586374696	0.4156740254
510	0.9586374696	0.4153174077
511	0.9598540146	0.4152485095
512	0.9598540146	0.4148746702
513	0.9587378641	0.4146344294
514	0.9587378641	0.4143053733
515	0.9586877278	0.4138740992
516	0.9586877278	0.4135602712
517	0.9599027947	0.4131404952
518	0.9599027947	0.4127138373
519	0.9599027947	0.4123763433
520	0.9599027947	0.4119655312
521	0.9599027947	0.4116203968
522	0.9587378641	0.4114391627
523	0.9587378641	0.4108738015
524	0.9622411693	0.4103617323
525	0.9622411693	0.4101059982
526	0.9599027947	0.4096955748
527	0.9610705596	0.4093356703
528	0.9610705596	0.4091783773
529	0.9610705596	0.4089229069
530	0.9599514563	0.408653255
531	0.9599514563	0.4083050906
532	0.96	0.4077725031
533	0.9623329283	0.4073018092
534	0.9622871046	0.4070243534
535	0.9623329283	0.4068276584
536	0.9623329283	0.4067486839
537	0.9623329283	0.4062341032
538	0.9623329283	0.4058387088
539	0.9623329283	0.4055041164
540	0.9623329283	0.4052814857
541	0.9623329283	0.4049806515
542	0.9611650485	0.4044114335
543	0.9623329283	0.4039624556
544	0.9635036496	0.4036451522
545	0.9635036496	0.4032922373
546	0.9635036496	0.4032858613
547	0.9646772229	0.4030325263
548	0.9646772229	0.4025324628
549	0.9646772229	0.402286558
550	0.9646772229	0.4021068467
551	0.9646772229	0.4018340051
552	0.9646772229	0.4014597665
553	0.9646772229	0.4010093199
554	0.9646772229	0.4008297699
555	0.9646772229	0.4004693102
556	0.9646772229	0.4004536001
557	0.9646772229	0.4001457467
558	0.9646772229	0.3996467754
559	0.9646772229	0.3994885588
560	0.9635036496	0.3992729832
561	0.9635036496	0.3990503911
562	0.9646772229	0.398835756
563	0.9646772229	0.3984798971
564	0.9646772229	0.3984712256
565	0.9646772229	0.3980853172
566	0.9646772229	0.3979907707
567	0.9646772229	0.3976757852
568	0.9646772229	0.3973140763
569	0.9646772229	0.3969569321
570	0.9658536585	0.396582104
571	0.9658536585	0.3962798443
572	0.9658536585	0.396074694
573	0.9658536585	0.3956870909
574	0.9658536585	0.3954131506
575	0.9658536585	0.3952380882
576	0.9646772229	0.3949261685
577	0.9646772229	0.3946812788
578	0.9646772229	0.3945084597
579	0.9647201946	0.3939350205
580	0.9647201946	0.3934915557
581	0.9647201946	0.3931896295
582	0.9647201946	0.3930175531
583	0.9647201946	0.3926518006
584	0.9658952497	0.3922989497
585	0.9659367397	0.3919552967
586	0.9659367397	0.3919381368
587	0.9659367397	0.3915950243
588	0.964763062	0.3913491983
589	0.9659367397	0.3910241047
590	0.9659367397	0.3907693749
591	0.9671132765	0.3904043486
592	0.9671132765	0.3900628421
593	0.9671132765	0.389856896
594	0.9671132765	0.389773345
595	0.9682926829	0.3894295904
596	0.9682926829	0.3891345634
597	0.9670731707	0.3887438165
598	0.9670731707	0.388224296
599	0.9670731707	0.3880224553
600	0.9682926829	0.3875092152
601	0.9682926829	0.3873251595
602	0.9682539683	0.3871144951
603	0.9682539683	0.3867775834
604	0.9682539683	0.3864127136
605	0.9682539683	0.3860068706
606	0.9682926829	0.3856553303
607	0.9683313033	0.385211967
608	0.9683313033	0.3849274525
609	0.9683313033	0.3846187305
610	0.9682926829	0.384272377
611	0.9682926829	0.3839700198
612	0.9682926829	0.3834586474
613	0.9682926829	0.3831053718
614	0.9683313033	0.3829492569
615	0.9695121951	0.3827339693
616	0.9695121951	0.3824290081
617	0.9706601467	0.3819779278
618	0.9718482252	0.3816086911
619	0.9706601467	0.381361982
620	0.9706601467	0.3811669944
621	0.9707317073	0.3809135393
622	0.9707317073	0.3807372385
623	0.9707317073	0.3804221805
624	0.9719169719	0.3799674441
625	0.9719512195	0.3796450279
626	0.9719512195	0.379469265
627	0.9719512195	0.3791918324
628	0.9719512195	0.378837506
629	0.9719512195	0.3786959371
630	0.9719512195	0.3785406315
631	0.9730722154	0.3781836466
632	0.9730722154	0.3778151586
633	0.9742647059	0.3775097701
634	0.9754601227	0.3771292732
635	0.9754299754	0.3768222093
636	0.9754299754	0.3766114799
637	0.9754601227	0.3761978416
638	0.9766584767	0.3758960029
639	0.9766584767	0.3755844669
640	0.9766584767	0.3751706568
641	0.9766584767	0.3745811881
642	0.9766871166	0.3742186861
643	0.9766871166	0.3739158173
644	0.9766871166	0.3737743309
645	0.9766584767	0.3732700316
646	0.9766584767	0.3729687134
647	0.9766584767	0.3726110342
648	0.9778597786	0.3722375374
649	0.9778597786	0.3718858762
650	0.9778597786	0.3716011463
651	0.9778597786	0.3712960415
652	0.9778597786	0.3710679407
653	0.9778597786	0.3709320639
654	0.9778597786	0.3706491144
655	0.9778597786	0.3704909946
656	0.9778597786	0.3702209139
657	0.9790640394	0.3699383391
658	0.9778597786	0.3698113892
659	0.9778597786	0.3694727107
660	0.9778597786	0.3691929449
661	0.9778869779	0.3687985303
662	0.9778869779	0.3683532588
663	0.9778869779	0.3681127408
664	0.9778869779	0.3676814926
665	0.9778869779	0.3673976
666	0.9790897909	0.3669775534
667	0.9778869779	0.36671826
668	0.9778869779	0.3666430925
669	0.9778869779	0.3664072069
670	0.9778869779	0.3660824917
671	0.9791411043	0.3658202833
672	0.9791666667	0.3654028987
673	0.9791921665	0.3651039626
674	0.9791921665	0.3648169131
675	0.9791921665	0.36456619
676	0.9791921665	0.3642320747
677	0.9791666667	0.3639776953
678	0.9803921569	0.3636079552
679	0.9803921569	0.3631283647
680	0.9803921569	0.3627672473
681	0.9803921569	0.3623313482
682	0.981595092	0.3618288275
683	0.9816176471	0.3616548416
684	0.9816176471	0.3614003568
685	0.9804161567	0.3610559387
686	0.9804161567	0.3607577812
687	0.9816176471	0.360463569
688	0.9816176471	0.3602453211
689	0.9816176471	0.3598473321
690	0.9816176471	0.3596537674
691	0.9816176471	0.3595277215
692	0.9816176471	0.3593271067
693	0.9816401469	0.3590184417
694	0.9816401469	0.3587814345
695	0.9816401469	0.3582763279
696	0.9828431373	0.3578225438
697	0.9828431373	0.3575124065
698	0.9828220859	0.3572012447
699	0.9828431373	0.3570669571
700	0.9828431373	0.3566650407
701	0.9828431373	0.3565236971
702	0.9828431373	0.3562556977
703	0.9828431373	0.3560459568
704	0.9828431373	0.3558232108
705	0.9816401469	0.3555559239
706	0.9816401469	0.3552123644
707	0.9816401469	0.3548733518
708	0.9804400978	0.3546169566
709	0.9828431373	0.3543198822
710	0.9828431373	0.3540552401
711	0.9828431373	0.3537714333
712	0.9816401469	0.3535105101
713	0.9828431373	0.3533168696
714	0.9840490798	0.3530843071
715	0.9852579853	0.3527857156
716	0.9852579853	0.352561145
717	0.9852579853	0.3521410845
718	0.9852579853	0.3516994184
719	0.9852579853	0.3514360826
720	0.9852579853	0.3512174757
721	0.9852579853	0.3508073835
722	0.9852579853	0.3504970741
723	0.9852579853	0.3501924521
724	0.9852579853	0.3500413827
725	0.9852579853	0.3497720207
726	0.9852579853	0.3495994562
727	0.9852579853	0.3492068146
728	0.9852579853	0.3488926856
729	0.9852579853	0.3484785223
730	0.9852579853	0.3482477764
731	0.9852579853	0.3480489817
732	0.9852579853	0.3478308613
733	0.9852579853	0.3476254653
734	0.9852760736	0.3473040461
735	0.9852760736	0.3469357866
736	0.9852760736	0.3466366959
737	0.9852760736	0.3463826285
738	0.9852760736	0.3460880024
739	0.9852760736	0.3457802339
740	0.9852760736	0.3453788448
741	0.9852760736	0.345072867
742	0.9852760736	0.3448647729
743	0.9852760736	0.3445385974
744	0.9852760736	0.344187358
745	0.9852760736	0.3440705025
746	0.9852760736	0.3437666532
747	0.9852760736	0.3434429821
748	0.9852760736	0.3432483991
749	0.9852760736	0.3430465503
750	0.9852760736	0.3427203928
751	0.9852760736	0.3424423021
752	0.9852760736	0.3422230351
753	0.9852760736	0.3420015352
754	0.9852760736	0.3415079574
755	0.9852760736	0.3413344473
756	0.9852760736	0.3410731051
757	0.9852760736	0.3408808011
758	0.9852760736	0.3407054051
759	0.9852760736	0.3405072456
760	0.9852760736	0.3402855197
761	0.9852760736	0.3401582014
762	0.9852760736	0.339938303
763	0.9852760736	0.3397383313
764	0.9864864865	0.3394849178
765	0.9864864865	0.3392532254
766	0.9864864865	0.3390009995
767	0.9864864865	0.3386877675
768	0.9864864865	0.3383951949
769	0.9864864865	0.3381445231
770	0.9864864865	0.337980567
771	0.9864864865	0.3375350905
772	0.9864864865	0.3373364992
773	0.9864864865	0.3370961376
774	0.9864864865	0.3368567445
775	0.9864864865	0.3366841862
776	0.9864864865	0.3363569975
777	0.9864864865	0.3360314041
778	0.9864864865	0.3355510074
779	0.9864864865	0.3352787914
780	0.987699877	0.3350490138
781	0.987699877	0.3346937733
782	0.987699877	0.3345003967
783	0.9864864865	0.3341634936
784	0.9864864865	0.3339038967
785	0.9864864865	0.3336548261
786	0.987699877	0.3334435924
787	0.987699877	0.3333086297
788	0.987699877	0.3331097143
789	0.987699877	0.3328418177
790	0.987699877	0.3326528686
791	0.987699877	0.3323890516
792	0.9864864865	0.3320290366
793	0.987699877	0.3316025875
794	0.987699877	0.3311305832
795	0.987699877	0.3309384043
796	0.987699877	0.3307129547
797	0.987699877	0.3303161761
798	0.987699877	0.3302085946
799	0.987699877	0.3299126145
800	0.987699877	0.3295988241
801	0.987699877	0.329434801
802	0.9877149877	0.3291640936
803	0.9877149877	0.3288322001
804	0.9877149877	0.3285571694
805	0.9877149877	0.3281796288
806	0.9877149877	0.3279650077
807	0.9877149877	0.3275827329
808	0.9877149877	0.3273935995
809	0.9877300613	0.3271077825
810	0.9877300613	0.3268519033
811	0.9877300613	0.3266208313
812	0.9877149877	0.3263726029
813	0.9877300613	0.3261872572
814	0.9877300613	0.3259175493
815	0.9877149877	0.3256261912
816	0.9877149877	0.3254163973
817	0.9877149877	0.3251210169
818	0.9877149877	0.3246816146
819	0.9877149877	0.3243295524
820	0.9877149877	0.3239331442
821	0.9877149877	0.3235806399
822	0.9877149877	0.3233396256
823	0.9889298893	0.3231358806
824	0.9901477833	0.3226406418
825	0.9901477833	0.3223174302
826	0.9901477833	0.3220768274
827	0.9901477833	0.3217370954
828	0.9901599016	0.3213283605
829	0.9901599016	0.3209794782
830	0.9901599016	0.3205617992
831	0.9913793103	0.3204347354
832	0.9913793103	0.3201678214
833	0.9913793103	0.3198504816
834	0.9913793103	0.3195142118
835	0.9913793103	0.3192376809
836	0.9913793103	0.3190105621
837	0.9913793103	0.3188167287
838	0.9913793103	0.3184963993
839	0.9913793103	0.3182251631
840	0.9913793103	0.3180123276
841	0.9913793103	0.3179054579
842	0.9913793103	0.317657064
843	0.9913793103	0.3175212619
844	0.9913793103	0.317320077
845	0.9913793103	0.317160424
846	0.9913793103	0.3168790218
847	0.9913793103	0.3165112262
848	0.9913793103	0.3162020692
849	0.9913793103	0.3157712578
850	0.9926017263	0.3154014221
851	0.9926017263	0.3151467002
852	0.9938271605	0.3149346168
853	0.9938271605	0.3145812982
854	0.9938271605	0.3143790191
855	0.9938271605	0.3141833551
856	0.9938271605	0.3139013819
857	0.9938271605	0.3136944263
858	0.9938271605	0.3135332983
859	0.9938271605	0.3133504106
860	0.9938271605	0.3130811439
861	0.9938271605	0.3127103861
862	0.9938271605	0.3124200278
863	0.9938271605	0.3121828779
864	0.9938271605	0.3118185303
865	0.9938347719	0.311528814
866	0.9938347719	0.311152844
867	0.9938347719	0.3109512618
868	0.9938347719	0.3105408852
869	0.9938271605	0.3102846539
870	0.9938271605	0.3100109609
871	0.9950556242	0.309702505
872	0.9938271605	0.3093333135
873	0.9962871287	0.3090346324
874	0.9962871287	0.3088159677
875	0.9950556242	0.3086200335
876	0.9962871287	0.3084286033
877	0.9962871287	0.3082960249
878	0.9962871287	0.3078988199
879	0.9962871287	0.3077181217
880	0.9962871287	0.3073731809
881	0.9962871287	0.3069923195
882	0.9962871287	0.306819479
